BATCH_ID,ASSET_ID,SOURCE_PATH,SOURCE_SHA256,DIMENSIONS,FORMAT,SOURCE_BYTES,RIGHTS_STATUS,PUBLICATION_STATUS,WEB_DERIVATIVE,THUMBNAIL,WEB_SHA256,THUMB_SHA256,PROCESSING_NOTES
B01,HFM-A000009,皇甫谧画像.jpeg,c0e68becdf68786ae5fe1d81e2f229131cc90d7c0477cd35ea19b793bca5e9ac,965x1024,JPEG(RGB),209803,NEEDS_CUSTOMER_CONFIRMATION,UNRESOLVED,images/derivatives/HFM-A000009_web.jpg,images/thumbs/HFM-A000009_thumb.jpg,22da9705d39d59d29485c47936a6d532fa76ec30ee5d3b29cb2d2ab4ebf6b44e,83c014627332f1d36f7ca721110de08b08dc6a38fe00d9eca687e961ce42ca9b,原件未修改；派生图不因此获得公开发布资格（RIGHTS_STATUS=NEEDS_CUSTOMER_CONFIRMATION 保持）
