REVIEW_TYPE,ASSET_ID,REASON,OUTPUT,STATUS_NOTE
OCR_REVIEW,HFM-A000578,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000578_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000579,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000579_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000580,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000580_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000581,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,batches/B02/raw-ocr/HFM-A000581_p*,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000582,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000582_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000583,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000583_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000584,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000584_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000585,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000585_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000586,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000586_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000587,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,batches/B02/raw-ocr/HFM-A000587_p*,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000588,mixed doc: 4 text pages + 2 OCR samples; image pages pending,corpus/extracted-text/HFM-A000588_raw.txt,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000589,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000589_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000590,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000590_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000591,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000591_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000592,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000592_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000593,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000593_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000594,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,batches/B02/raw-ocr/HFM-A000594_p*,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000595,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000595_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000596,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000596_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000597,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000597_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000598,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000598_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000599,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000599_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000600,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,batches/B02/raw-ocr/HFM-A000600_p*,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000601,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000601_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000602,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000602_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000603,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000603_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000604,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000604_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000605,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000605_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000606,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000606_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000607,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,batches/B02/raw-ocr/HFM-A000607_p*,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000608,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000608_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000609,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000609_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000610,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000610_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000611,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000611_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000612,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000612_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000613,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,batches/B02/raw-ocr/HFM-A000613_p*,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000614,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000614_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000615,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000615_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000616,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000616_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000617,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000617_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000618,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000618_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000619,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000619_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000620,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000620_p* x3,FULL_OCR_PENDING
OCR_REVIEW,HFM-A000621,big scanned doc: sampled RAW OCR produced; full-page OCR pending compute budget,raw-ocr/HFM-A000621_p* x3,FULL_OCR_PENDING
ENCRYPTED,HFM-A000013,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000013,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000014,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000014,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000015,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000015,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000016,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000017,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000017,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000018,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000018,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000019,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000019,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000020,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000021,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000021,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000022,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000023,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000023,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000024,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000024,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000025,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000025,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000026,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000026,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000027,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000027,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000028,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000028,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000029,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000029,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000030,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000030,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000031,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000031,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000032,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000032,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000033,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000033,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000034,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000034,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000035,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000035,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000036,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000036,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000037,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000038,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000038,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000039,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000039,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000040,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000040,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000041,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000041,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000042,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000043,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000043,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000044,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000045,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
ENCRYPTED,HFM-A000046,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000046,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000047,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000047,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000048,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000048,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000049,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000050,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000051,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000051,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000052,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000052,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000053,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000054,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000054,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000055,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000056,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000056,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000057,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000057,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000058,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000058,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000059,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000059,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000060,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000060,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000061,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000061,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000062,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000062,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000063,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000063,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000064,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000064,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000065,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000065,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000066,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000066,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000067,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000068,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000068,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000069,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000069,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000070,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000071,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000071,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000072,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000072,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000073,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000073,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000074,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000074,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000075,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000076,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000077,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000078,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000078,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000079,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000079,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000080,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000080,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000081,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000082,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000082,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000083,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000084,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000085,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000085,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000086,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000086,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000087,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000087,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000088,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000089,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000090,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000090,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000091,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000091,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000092,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000092,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000093,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000093,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000094,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000094,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000095,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000095,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000096,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000096,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000097,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000098,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000098,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000099,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000099,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000100,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000100,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000101,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000101,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000102,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000102,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000103,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000103,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000104,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000104,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000105,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000105,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000106,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000106,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000107,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000107,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000108,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000109,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000109,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000110,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000110,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000111,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000111,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000112,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000112,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
METADATA_REVIEW,HFM-A000113,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000114,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000114,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
ENCRYPTED,HFM-A000115,encrypted pdf listed; extraction/render status in review-encrypted.csv,-,RIGHTS/TECH_REVIEW
METADATA_REVIEW,HFM-A000115,title/author/date heuristics need expert confirmation,-,AUTO_EXTRACTED
